,INTERVAL_DATETIME,REGIONID,ACTUAL_OPERATIONAL_DEMAND,LASTCHANGED
14702,11/3/2022 6:30,NSW1,7637,11/3/2022 6:30
14703,11/3/2022 7:00,NSW1,7628,11/3/2022 7:00
14704,11/3/2022 7:30,NSW1,7071,11/3/2022 7:30
14705,11/3/2022 8:00,NSW1,6690,11/3/2022 8:00
14706,11/3/2022 8:30,NSW1,6337,11/3/2022 8:30
14707,11/3/2022 9:00,NSW1,5993,11/3/2022 9:00
14708,11/3/2022 9:30,NSW1,5706,11/3/2022 9:30
14709,11/3/2022 10:00,NSW1,5536,11/3/2022 10:00
14710,11/3/2022 10:30,NSW1,5536,11/3/2022 10:30
14711,11/3/2022 11:00,NSW1,5660,11/3/2022 11:00
14712,11/3/2022 11:30,NSW1,5850,11/3/2022 11:30
14713,11/3/2022 12:00,NSW1,6001,11/3/2022 12:00
14714,11/3/2022 12:30,NSW1,6059,11/3/2022 12:30
14715,11/3/2022 13:00,NSW1,6139,11/3/2022 13:00
14716,11/3/2022 13:30,NSW1,6042,11/3/2022 13:30
14717,11/3/2022 14:00,NSW1,6063,11/3/2022 14:00
14718,11/3/2022 14:30,NSW1,6064,11/3/2022 14:30
14719,11/3/2022 15:00,NSW1,6204,11/3/2022 15:00
14720,11/3/2022 15:30,NSW1,6598,11/3/2022 15:30
14721,11/3/2022 16:00,NSW1,6855,11/3/2022 16:00
14722,11/3/2022 16:30,NSW1,7230,11/3/2022 16:30
14723,11/3/2022 17:00,NSW1,7758,11/3/2022 17:00
14724,11/3/2022 17:30,NSW1,8046,11/3/2022 17:30
14725,11/3/2022 18:00,NSW1,8299,11/3/2022 18:00
14726,11/3/2022 18:30,NSW1,8437,11/3/2022 18:30
14727,11/3/2022 19:00,NSW1,8548,11/3/2022 19:00
14728,11/3/2022 19:30,NSW1,8553,11/3/2022 19:30
14729,11/3/2022 20:00,NSW1,8425,11/3/2022 20:00
14730,11/3/2022 20:30,NSW1,8262,11/3/2022 20:30
14731,11/3/2022 21:00,NSW1,8018,11/3/2022 21:00
14732,11/3/2022 21:30,NSW1,7928,11/3/2022 21:30
14733,11/3/2022 22:00,NSW1,7809,11/3/2022 22:00
14734,11/3/2022 22:30,NSW1,7705,11/3/2022 22:30
14735,11/3/2022 23:00,NSW1,7597,11/3/2022 23:00
14736,11/3/2022 23:30,NSW1,7476,11/3/2022 23:30
14737,11/4/2022 0:00,NSW1,7382,11/4/2022 0:00
14738,11/4/2022 0:30,NSW1,7208,11/4/2022 0:30
14739,11/4/2022 1:00,NSW1,7034,11/4/2022 1:00
14740,11/4/2022 1:30,NSW1,6783,11/4/2022 1:30
14741,11/4/2022 2:00,NSW1,6550,11/4/2022 2:00
14742,11/4/2022 2:30,NSW1,6440,11/4/2022 2:30
14743,11/4/2022 3:00,NSW1,6353,11/4/2022 3:00
14744,11/4/2022 3:30,NSW1,6355,11/4/2022 3:30
14745,11/4/2022 4:00,NSW1,6417,11/4/2022 4:00
14746,11/4/2022 4:30,NSW1,6607,11/4/2022 4:30
14747,11/4/2022 5:00,NSW1,6825,11/4/2022 5:00
14748,11/4/2022 5:30,NSW1,7207,11/4/2022 5:30
14749,11/4/2022 6:00,NSW1,7474,11/4/2022 6:00
14750,11/4/2022 6:30,NSW1,7539,11/4/2022 6:30
14751,11/4/2022 7:00,NSW1,7478,11/4/2022 7:00
14752,11/4/2022 7:30,NSW1,7209,11/4/2022 7:30
14753,11/4/2022 8:00,NSW1,7044,11/4/2022 8:00
14754,11/4/2022 8:30,NSW1,6840,11/4/2022 8:30
14755,11/4/2022 9:00,NSW1,6566,11/4/2022 9:00
14756,11/4/2022 9:30,NSW1,6391,11/4/2022 9:30
14757,11/4/2022 10:00,NSW1,6324,11/4/2022 10:00
14758,11/4/2022 10:30,NSW1,6385,11/4/2022 10:30
14759,11/4/2022 11:00,NSW1,6453,11/4/2022 11:00
14760,11/4/2022 11:30,NSW1,6445,11/4/2022 11:30
14761,11/4/2022 12:00,NSW1,6464,11/4/2022 12:00
14762,11/4/2022 12:30,NSW1,6428,11/4/2022 12:30
14763,11/4/2022 13:00,NSW1,6264,11/4/2022 13:00
14764,11/4/2022 13:30,NSW1,6117,11/4/2022 13:30
14765,11/4/2022 14:00,NSW1,6148,11/4/2022 14:00
14766,11/4/2022 14:30,NSW1,6231,11/4/2022 14:30
14767,11/4/2022 15:00,NSW1,6427,11/4/2022 15:00
14768,11/4/2022 15:30,NSW1,6598,11/4/2022 15:30
14769,11/4/2022 16:00,NSW1,6914,11/4/2022 16:00
14770,11/4/2022 16:30,NSW1,7210,11/4/2022 16:30
14771,11/4/2022 17:00,NSW1,7592,11/4/2022 17:00
14772,11/4/2022 17:30,NSW1,7725,11/4/2022 17:30
14773,11/4/2022 18:00,NSW1,7933,11/4/2022 18:00
14774,11/4/2022 18:30,NSW1,8036,11/4/2022 18:30
14775,11/4/2022 19:00,NSW1,8115,11/4/2022 19:00
14776,11/4/2022 19:30,NSW1,8119,11/4/2022 19:30
14777,11/4/2022 20:00,NSW1,8034,11/4/2022 20:00
14778,11/4/2022 20:30,NSW1,7900,11/4/2022 20:30
14779,11/4/2022 21:00,NSW1,7747,11/4/2022 21:00
14780,11/4/2022 21:30,NSW1,7739,11/4/2022 21:30
14781,11/4/2022 22:00,NSW1,7605,11/4/2022 22:00
14782,11/4/2022 22:30,NSW1,7539,11/4/2022 22:30
14783,11/4/2022 23:00,NSW1,7477,11/4/2022 23:00
14784,11/4/2022 23:30,NSW1,7316,11/4/2022 23:30
14785,11/5/2022 0:00,NSW1,7194,11/5/2022 0:00
14786,11/5/2022 0:30,NSW1,7021,11/5/2022 0:30
14787,11/5/2022 1:00,NSW1,6815,11/5/2022 1:00
14788,11/5/2022 1:30,NSW1,6557,11/5/2022 1:30
14789,11/5/2022 2:00,NSW1,6336,11/5/2022 2:00
14790,11/5/2022 2:30,NSW1,6185,11/5/2022 2:30
14791,11/5/2022 3:00,NSW1,6065,11/5/2022 3:00
14792,11/5/2022 3:30,NSW1,6040,11/5/2022 3:30
14793,11/5/2022 4:00,NSW1,6041,11/5/2022 4:00
14794,11/5/2022 4:30,NSW1,6102,11/5/2022 4:30
14795,11/5/2022 5:00,NSW1,6184,11/5/2022 5:00
14796,11/5/2022 5:30,NSW1,6306,11/5/2022 5:30
14797,11/5/2022 6:00,NSW1,6353,11/5/2022 6:00
14798,11/5/2022 6:30,NSW1,6380,11/5/2022 6:30
14799,11/5/2022 7:00,NSW1,6359,11/5/2022 7:00
14800,11/5/2022 7:30,NSW1,6237,11/5/2022 7:30
14801,11/5/2022 8:00,NSW1,6116,11/5/2022 8:00
14802,11/5/2022 8:30,NSW1,6091,11/5/2022 8:30
14803,11/5/2022 9:00,NSW1,5887,11/5/2022 9:00
14804,11/5/2022 9:30,NSW1,5732,11/5/2022 9:30
14805,11/5/2022 10:00,NSW1,5565,11/5/2022 10:00
14806,11/5/2022 10:30,NSW1,5337,11/5/2022 10:30
14807,11/5/2022 11:00,NSW1,5339,11/5/2022 11:00
14808,11/5/2022 11:30,NSW1,5310,11/5/2022 11:30
14809,11/5/2022 12:00,NSW1,5308,11/5/2022 12:00
14810,11/5/2022 12:30,NSW1,5302,11/5/2022 12:30
14811,11/5/2022 13:00,NSW1,5271,11/5/2022 13:00
14812,11/5/2022 13:30,NSW1,5401,11/5/2022 13:30
14813,11/5/2022 14:00,NSW1,5346,11/5/2022 14:00
14814,11/5/2022 14:30,NSW1,5309,11/5/2022 14:30
14815,11/5/2022 15:00,NSW1,5467,11/5/2022 15:00
14816,11/5/2022 15:30,NSW1,5747,11/5/2022 15:30
14817,11/5/2022 16:00,NSW1,6088,11/5/2022 16:00
14818,11/5/2022 16:30,NSW1,6473,11/5/2022 16:30
14819,11/5/2022 17:00,NSW1,6901,11/5/2022 17:00
14820,11/5/2022 17:30,NSW1,7238,11/5/2022 17:30
14821,11/5/2022 18:00,NSW1,7467,11/5/2022 18:00
14822,11/5/2022 18:30,NSW1,7624,11/5/2022 18:30
14823,11/5/2022 19:00,NSW1,7723,11/5/2022 19:00
14824,11/5/2022 19:30,NSW1,7737,11/5/2022 19:30
14825,11/5/2022 20:00,NSW1,7663,11/5/2022 20:00
14826,11/5/2022 20:30,NSW1,7505,11/5/2022 20:30
14827,11/5/2022 21:00,NSW1,7370,11/5/2022 21:00
14828,11/5/2022 21:30,NSW1,7288,11/5/2022 21:30
14829,11/5/2022 22:00,NSW1,7212,11/5/2022 22:00
14830,11/5/2022 22:30,NSW1,7150,11/5/2022 22:30
14831,11/5/2022 23:00,NSW1,7002,11/5/2022 23:00
14832,11/5/2022 23:30,NSW1,6908,11/5/2022 23:30
14833,11/6/2022 0:00,NSW1,6800,11/6/2022 0:00
14834,11/6/2022 0:30,NSW1,6653,11/6/2022 0:30
14835,11/6/2022 1:00,NSW1,6466,11/6/2022 1:00
14836,11/6/2022 1:30,NSW1,6236,11/6/2022 1:30
14837,11/6/2022 2:00,NSW1,6056,11/6/2022 2:00
14838,11/6/2022 2:30,NSW1,5965,11/6/2022 2:30
14839,11/6/2022 3:00,NSW1,5896,11/6/2022 3:00
14840,11/6/2022 3:30,NSW1,5845,11/6/2022 3:30
14841,11/6/2022 4:00,NSW1,5838,11/6/2022 4:00
14842,11/6/2022 4:30,NSW1,5889,11/6/2022 4:30
14843,11/6/2022 5:00,NSW1,5911,11/6/2022 5:00
14844,11/6/2022 5:30,NSW1,5979,11/6/2022 5:30
14845,11/6/2022 6:00,NSW1,5988,11/6/2022 6:00
14846,11/6/2022 6:30,NSW1,5944,11/6/2022 6:30
14847,11/6/2022 7:00,NSW1,5872,11/6/2022 7:00
14848,11/6/2022 7:30,NSW1,5761,11/6/2022 7:30
14849,11/6/2022 8:00,NSW1,5539,11/6/2022 8:00
14850,11/6/2022 8:30,NSW1,5318,11/6/2022 8:30
14851,11/6/2022 9:00,NSW1,5111,11/6/2022 9:00
14852,11/6/2022 9:30,NSW1,4941,11/6/2022 9:30
14853,11/6/2022 10:00,NSW1,4761,11/6/2022 10:00
14854,11/6/2022 10:30,NSW1,4590,11/6/2022 10:30
14855,11/6/2022 11:00,NSW1,4539,11/6/2022 11:00
14856,11/6/2022 11:30,NSW1,4541,11/6/2022 11:30
14857,11/6/2022 12:00,NSW1,4601,11/6/2022 12:00
14858,11/6/2022 12:30,NSW1,4615,11/6/2022 12:30
14859,11/6/2022 13:00,NSW1,4664,11/6/2022 13:00
14860,11/6/2022 13:30,NSW1,4700,11/6/2022 13:30
14861,11/6/2022 14:00,NSW1,4811,11/6/2022 14:00
14862,11/6/2022 14:30,NSW1,4946,11/6/2022 14:30
14863,11/6/2022 15:00,NSW1,5209,11/6/2022 15:00
14864,11/6/2022 15:30,NSW1,5566,11/6/2022 15:30
14865,11/6/2022 16:00,NSW1,5995,11/6/2022 16:00
14866,11/6/2022 16:30,NSW1,6447,11/6/2022 16:30
14867,11/6/2022 17:00,NSW1,6964,11/6/2022 17:00
14868,11/6/2022 17:30,NSW1,7336,11/6/2022 17:30
14869,11/6/2022 18:00,NSW1,7707,11/6/2022 18:00
14870,11/6/2022 18:30,NSW1,7805,11/6/2022 18:30
14871,11/6/2022 19:00,NSW1,7890,11/6/2022 19:00
14872,11/6/2022 19:30,NSW1,7839,11/6/2022 19:30
14873,11/6/2022 20:00,NSW1,7724,11/6/2022 20:00
14874,11/6/2022 20:30,NSW1,7558,11/6/2022 20:30
14875,11/6/2022 21:00,NSW1,7403,11/6/2022 21:00
14876,11/6/2022 21:30,NSW1,7267,11/6/2022 21:30
14877,11/6/2022 22:00,NSW1,7192,11/6/2022 22:00
14878,11/6/2022 22:30,NSW1,7075,11/6/2022 22:30
14879,11/6/2022 23:00,NSW1,6973,11/6/2022 23:00
14880,11/6/2022 23:30,NSW1,6826,11/6/2022 23:30
14881,11/7/2022 0:00,NSW1,6738,11/7/2022 0:00
14882,11/7/2022 0:30,NSW1,6612,11/7/2022 0:30
14883,11/7/2022 1:00,NSW1,6421,11/7/2022 1:00
14884,11/7/2022 1:30,NSW1,6227,11/7/2022 1:30
14885,11/7/2022 2:00,NSW1,6050,11/7/2022 2:00
14886,11/7/2022 2:30,NSW1,6002,11/7/2022 2:30
14887,11/7/2022 3:00,NSW1,5932,11/7/2022 3:00
14888,11/7/2022 3:30,NSW1,5988,11/7/2022 3:30
14889,11/7/2022 4:00,NSW1,6057,11/7/2022 4:00
14890,11/7/2022 4:30,NSW1,6254,11/7/2022 4:30
14891,11/7/2022 5:00,NSW1,6449,11/7/2022 5:00
14892,11/7/2022 5:30,NSW1,6823,11/7/2022 5:30
14893,11/7/2022 6:00,NSW1,7087,11/7/2022 6:00
14894,11/7/2022 6:30,NSW1,7177,11/7/2022 6:30
14895,11/7/2022 7:00,NSW1,7130,11/7/2022 7:00
14896,11/7/2022 7:30,NSW1,6990,11/7/2022 7:30
14897,11/7/2022 8:00,NSW1,6739,11/7/2022 8:00
14898,11/7/2022 8:30,NSW1,6642,11/7/2022 8:30
14899,11/7/2022 9:00,NSW1,6443,11/7/2022 9:00
14900,11/7/2022 9:30,NSW1,6274,11/7/2022 9:30
14901,11/7/2022 10:00,NSW1,6108,11/7/2022 10:00
14902,11/7/2022 10:30,NSW1,6022,11/7/2022 10:30
14903,11/7/2022 11:00,NSW1,5973,11/7/2022 11:00
14904,11/7/2022 11:30,NSW1,5868,11/7/2022 11:30
14905,11/7/2022 12:00,NSW1,5860,11/7/2022 12:00
14906,11/7/2022 12:30,NSW1,5858,11/7/2022 12:30
14907,11/7/2022 13:00,NSW1,5923,11/7/2022 13:00
14908,11/7/2022 13:30,NSW1,5860,11/7/2022 13:30
14909,11/7/2022 14:00,NSW1,5753,11/7/2022 14:00
14910,11/7/2022 14:30,NSW1,5825,11/7/2022 14:30
14911,11/7/2022 15:00,NSW1,6036,11/7/2022 15:00
14912,11/7/2022 15:30,NSW1,6585,11/7/2022 15:30
14913,11/7/2022 16:00,NSW1,6937,11/7/2022 16:00
14914,11/7/2022 16:30,NSW1,7322,11/7/2022 16:30
14915,11/7/2022 17:00,NSW1,7792,11/7/2022 17:00
14916,11/7/2022 17:30,NSW1,8038,11/7/2022 17:30
14917,11/7/2022 18:00,NSW1,8228,11/7/2022 18:00
14918,11/7/2022 18:30,NSW1,8265,11/7/2022 18:30
14919,11/7/2022 19:00,NSW1,8314,11/7/2022 19:00
14920,11/7/2022 19:30,NSW1,8250,11/7/2022 19:30
14921,11/7/2022 20:00,NSW1,8023,11/7/2022 20:00
14922,11/7/2022 20:30,NSW1,7854,11/7/2022 20:30
14923,11/7/2022 21:00,NSW1,7688,11/7/2022 21:00
14924,11/7/2022 21:30,NSW1,7576,11/7/2022 21:30
14925,11/7/2022 22:00,NSW1,7499,11/7/2022 22:00
14926,11/7/2022 22:30,NSW1,7424,11/7/2022 22:30
14927,11/7/2022 23:00,NSW1,7373,11/7/2022 23:00
14928,11/7/2022 23:30,NSW1,7219,11/7/2022 23:30
14929,11/8/2022 0:00,NSW1,7118,11/8/2022 0:00
14930,11/8/2022 0:30,NSW1,6972,11/8/2022 0:30
14931,11/8/2022 1:00,NSW1,6749,11/8/2022 1:00
14932,11/8/2022 1:30,NSW1,6509,11/8/2022 1:30
14933,11/8/2022 2:00,NSW1,6308,11/8/2022 2:00
14934,11/8/2022 2:30,NSW1,6163,11/8/2022 2:30
14935,11/8/2022 3:00,NSW1,6109,11/8/2022 3:00
14936,11/8/2022 3:30,NSW1,6102,11/8/2022 3:30
14937,11/8/2022 4:00,NSW1,6150,11/8/2022 4:00
14938,11/8/2022 4:30,NSW1,6332,11/8/2022 4:30
14939,11/8/2022 5:00,NSW1,6582,11/8/2022 5:00
14940,11/8/2022 5:30,NSW1,6935,11/8/2022 5:30
14941,11/8/2022 6:00,NSW1,7132,11/8/2022 6:00
14942,11/8/2022 6:30,NSW1,7217,11/8/2022 6:30
14943,11/8/2022 7:00,NSW1,7197,11/8/2022 7:00
14944,11/8/2022 7:30,NSW1,7133,11/8/2022 7:30
14945,11/8/2022 8:00,NSW1,6888,11/8/2022 8:00
14946,11/8/2022 8:30,NSW1,6774,11/8/2022 8:30
14947,11/8/2022 9:00,NSW1,6628,11/8/2022 9:00
14948,11/8/2022 9:30,NSW1,6451,11/8/2022 9:30
14949,11/8/2022 10:00,NSW1,6212,11/8/2022 10:00
14950,11/8/2022 10:30,NSW1,5966,11/8/2022 10:30
14951,11/8/2022 11:00,NSW1,5827,11/8/2022 11:00
14952,11/8/2022 11:30,NSW1,5702,11/8/2022 11:30
14953,11/8/2022 12:00,NSW1,5687,11/8/2022 12:00
14954,11/8/2022 12:30,NSW1,5629,11/8/2022 12:30
14955,11/8/2022 13:00,NSW1,5673,11/8/2022 13:00
14956,11/8/2022 13:30,NSW1,5684,11/8/2022 13:30
14957,11/8/2022 14:00,NSW1,5715,11/8/2022 14:00
14958,11/8/2022 14:30,NSW1,5841,11/8/2022 14:30
14959,11/8/2022 15:00,NSW1,6099,11/8/2022 15:00
14960,11/8/2022 15:30,NSW1,6428,11/8/2022 15:30
14961,11/8/2022 16:00,NSW1,6852,11/8/2022 16:00
14962,11/8/2022 16:30,NSW1,7192,11/8/2022 16:30
14963,11/8/2022 17:00,NSW1,7596,11/8/2022 17:00
14964,11/8/2022 17:30,NSW1,7838,11/8/2022 17:30
14965,11/8/2022 18:00,NSW1,8031,11/8/2022 18:00
14966,11/8/2022 18:30,NSW1,8106,11/8/2022 18:30
14967,11/8/2022 19:00,NSW1,8132,11/8/2022 19:00
14968,11/8/2022 19:30,NSW1,8075,11/8/2022 19:30
14969,11/8/2022 20:00,NSW1,7927,11/8/2022 20:00
14970,11/8/2022 20:30,NSW1,7703,11/8/2022 20:30
14971,11/8/2022 21:00,NSW1,7518,11/8/2022 21:00
14972,11/8/2022 21:30,NSW1,7430,11/8/2022 21:30
14973,11/8/2022 22:00,NSW1,7360,11/8/2022 22:00
14974,11/8/2022 22:30,NSW1,7329,11/8/2022 22:30
14975,11/8/2022 23:00,NSW1,7269,11/8/2022 23:00
14976,11/8/2022 23:30,NSW1,7157,11/8/2022 23:30
14977,11/9/2022 0:00,NSW1,7053,11/9/2022 0:00
14978,11/9/2022 0:30,NSW1,6889,11/9/2022 0:30
14979,11/9/2022 1:00,NSW1,6661,11/9/2022 1:00
14980,11/9/2022 1:30,NSW1,6444,11/9/2022 1:30
14981,11/9/2022 2:00,NSW1,6224,11/9/2022 2:00
14982,11/9/2022 2:30,NSW1,6113,11/9/2022 2:30
14983,11/9/2022 3:00,NSW1,6024,11/9/2022 3:00
14984,11/9/2022 3:30,NSW1,6042,11/9/2022 3:30
14985,11/9/2022 4:00,NSW1,6144,11/9/2022 4:00
14986,11/9/2022 4:30,NSW1,6310,11/9/2022 4:30
14987,11/9/2022 5:00,NSW1,6545,11/9/2022 5:00
14988,11/9/2022 5:30,NSW1,6872,11/9/2022 5:30
14989,11/9/2022 6:00,NSW1,7062,11/9/2022 6:00
14990,11/9/2022 6:30,NSW1,7067,11/9/2022 6:30
14991,11/9/2022 7:00,NSW1,6961,11/9/2022 7:00
14992,11/9/2022 7:30,NSW1,6764,11/9/2022 7:30
14993,11/9/2022 8:00,NSW1,6471,11/9/2022 8:00
14994,11/9/2022 8:30,NSW1,6232,11/9/2022 8:30
14995,11/9/2022 9:00,NSW1,6051,11/9/2022 9:00
14996,11/9/2022 9:30,NSW1,5988,11/9/2022 9:30
14997,11/9/2022 10:00,NSW1,5876,11/9/2022 10:00
14998,11/9/2022 10:30,NSW1,5737,11/9/2022 10:30
14999,11/9/2022 11:00,NSW1,5649,11/9/2022 11:00
15000,11/9/2022 11:30,NSW1,5606,11/9/2022 11:30
15001,11/9/2022 12:00,NSW1,5586,11/9/2022 12:00
15002,11/9/2022 12:30,NSW1,5503,11/9/2022 12:30
15003,11/9/2022 13:00,NSW1,5519,11/9/2022 13:00
15004,11/9/2022 13:30,NSW1,5576,11/9/2022 13:30
15005,11/9/2022 14:00,NSW1,5541,11/9/2022 14:00
15006,11/9/2022 14:30,NSW1,5615,11/9/2022 14:30
15007,11/9/2022 15:00,NSW1,5880,11/9/2022 15:00
15008,11/9/2022 15:30,NSW1,6195,11/9/2022 15:30
15009,11/9/2022 16:00,NSW1,6618,11/9/2022 16:00
15010,11/9/2022 16:30,NSW1,6994,11/9/2022 16:30
15011,11/9/2022 17:00,NSW1,7463,11/9/2022 17:00
15012,11/9/2022 17:30,NSW1,7739,11/9/2022 17:30
15013,11/9/2022 18:00,NSW1,7963,11/9/2022 18:00
15014,11/9/2022 18:30,NSW1,8044,11/9/2022 18:30
15015,11/9/2022 19:00,NSW1,8116,11/9/2022 19:00
15016,11/9/2022 19:30,NSW1,8170,11/9/2022 19:30
15017,11/9/2022 20:00,NSW1,8037,11/9/2022 20:00
15018,11/9/2022 20:30,NSW1,7848,11/9/2022 20:30
15019,11/9/2022 21:00,NSW1,7689,11/9/2022 21:00
15020,11/9/2022 21:30,NSW1,7601,11/9/2022 21:30
15021,11/9/2022 22:00,NSW1,7508,11/9/2022 22:00
15022,11/9/2022 22:30,NSW1,7459,11/9/2022 22:30
15023,11/9/2022 23:00,NSW1,7344,11/9/2022 23:00
15024,11/9/2022 23:30,NSW1,7240,11/9/2022 23:30
15025,11/10/2022 0:00,NSW1,7075,11/10/2022 0:00
15026,11/10/2022 0:30,NSW1,6916,11/10/2022 0:30
15027,11/10/2022 1:00,NSW1,6741,11/10/2022 1:00
15028,11/10/2022 1:30,NSW1,6498,11/10/2022 1:30
15029,11/10/2022 2:00,NSW1,6290,11/10/2022 2:00
15030,11/10/2022 2:30,NSW1,6150,11/10/2022 2:30
15031,11/10/2022 3:00,NSW1,6066,11/10/2022 3:00
15032,11/10/2022 3:30,NSW1,6084,11/10/2022 3:30
15033,11/10/2022 4:00,NSW1,6154,11/10/2022 4:00
15034,11/10/2022 4:30,NSW1,6396,11/10/2022 4:30
15035,11/10/2022 5:00,NSW1,6593,11/10/2022 5:00
15036,11/10/2022 5:30,NSW1,6920,11/10/2022 5:30
15037,11/10/2022 6:00,NSW1,7158,11/10/2022 6:00
15038,11/10/2022 6:30,NSW1,7193,11/10/2022 6:30
15039,11/10/2022 7:00,NSW1,7084,11/10/2022 7:00
15040,11/10/2022 7:30,NSW1,6865,11/10/2022 7:30
15041,11/10/2022 8:00,NSW1,6533,11/10/2022 8:00
15042,11/10/2022 8:30,NSW1,6346,11/10/2022 8:30
15043,11/10/2022 9:00,NSW1,6173,11/10/2022 9:00
15044,11/10/2022 9:30,NSW1,5877,11/10/2022 9:30
15045,11/10/2022 10:00,NSW1,5598,11/10/2022 10:00
15046,11/10/2022 10:30,NSW1,5545,11/10/2022 10:30
15047,11/10/2022 11:00,NSW1,5571,11/10/2022 11:00
15048,11/10/2022 11:30,NSW1,5550,11/10/2022 11:30
15049,11/10/2022 12:00,NSW1,5610,11/10/2022 12:00
15050,11/10/2022 12:30,NSW1,5571,11/10/2022 12:30
15051,11/10/2022 13:00,NSW1,5574,11/10/2022 13:00
15052,11/10/2022 13:30,NSW1,5573,11/10/2022 13:30
15053,11/10/2022 14:00,NSW1,5608,11/10/2022 14:00
15054,11/10/2022 14:30,NSW1,5748,11/10/2022 14:30
15055,11/10/2022 15:00,NSW1,6026,11/10/2022 15:00
15056,11/10/2022 15:30,NSW1,6361,11/10/2022 15:30
15057,11/10/2022 16:00,NSW1,6747,11/10/2022 16:00
15058,11/10/2022 16:30,NSW1,7139,11/10/2022 16:30
15059,11/10/2022 17:00,NSW1,7700,11/10/2022 17:00
15060,11/10/2022 17:30,NSW1,8021,11/10/2022 17:30
15061,11/10/2022 18:00,NSW1,8296,11/10/2022 18:00
15062,11/10/2022 18:30,NSW1,8335,11/10/2022 18:30
15063,11/10/2022 19:00,NSW1,8311,11/10/2022 19:00
15064,11/10/2022 19:30,NSW1,8255,11/10/2022 19:30
15065,11/10/2022 20:00,NSW1,8114,11/10/2022 20:00
15066,11/10/2022 20:30,NSW1,7943,11/10/2022 20:30
15067,11/10/2022 21:00,NSW1,7642,11/10/2022 21:00
15068,11/10/2022 21:30,NSW1,7609,11/10/2022 21:30
15069,11/10/2022 22:00,NSW1,7474,11/10/2022 22:00
15070,11/10/2022 22:30,NSW1,7402,11/10/2022 22:30
15071,11/10/2022 23:00,NSW1,7310,11/10/2022 23:00
15072,11/10/2022 23:30,NSW1,7186,11/10/2022 23:30
15073,11/11/2022 0:00,NSW1,7080,11/11/2022 0:00
15074,11/11/2022 0:30,NSW1,6890,11/11/2022 0:30
15075,11/11/2022 1:00,NSW1,6707,11/11/2022 1:00
15076,11/11/2022 1:30,NSW1,6454,11/11/2022 1:30
15077,11/11/2022 2:00,NSW1,6237,11/11/2022 2:00
15078,11/11/2022 2:30,NSW1,6140,11/11/2022 2:30
15079,11/11/2022 3:00,NSW1,6041,11/11/2022 3:00
15080,11/11/2022 3:30,NSW1,6066,11/11/2022 3:30
15081,11/11/2022 4:00,NSW1,6150,11/11/2022 4:00
15082,11/11/2022 4:30,NSW1,6330,11/11/2022 4:30
15083,11/11/2022 5:00,NSW1,6520,11/11/2022 5:00
15084,11/11/2022 5:30,NSW1,6823,11/11/2022 5:30
15085,11/11/2022 6:00,NSW1,7018,11/11/2022 6:00
15086,11/11/2022 6:30,NSW1,7062,11/11/2022 6:30
15087,11/11/2022 7:00,NSW1,7060,11/11/2022 7:00
15088,11/11/2022 7:30,NSW1,6890,11/11/2022 7:30
15089,11/11/2022 8:00,NSW1,6618,11/11/2022 8:00
15090,11/11/2022 8:30,NSW1,6360,11/11/2022 8:30
15091,11/11/2022 9:00,NSW1,6237,11/11/2022 9:00
15092,11/11/2022 9:30,NSW1,6215,11/11/2022 9:30
15093,11/11/2022 10:00,NSW1,6166,11/11/2022 10:00
15094,11/11/2022 10:30,NSW1,6084,11/11/2022 10:30
15095,11/11/2022 11:00,NSW1,6068,11/11/2022 11:00
15096,11/11/2022 11:30,NSW1,5918,11/11/2022 11:30
15097,11/11/2022 12:00,NSW1,6071,11/11/2022 12:00
15098,11/11/2022 12:30,NSW1,6233,11/11/2022 12:30
15099,11/11/2022 13:00,NSW1,6285,11/11/2022 13:00
15100,11/11/2022 13:30,NSW1,6573,11/11/2022 13:30
15101,11/11/2022 14:00,NSW1,6936,11/11/2022 14:00
15102,11/11/2022 14:30,NSW1,7042,11/11/2022 14:30
15103,11/11/2022 15:00,NSW1,7344,11/11/2022 15:00
15104,11/11/2022 15:30,NSW1,7515,11/11/2022 15:30
15105,11/11/2022 16:00,NSW1,7620,11/11/2022 16:00
15106,11/11/2022 16:30,NSW1,7723,11/11/2022 16:30
15107,11/11/2022 17:00,NSW1,7839,11/11/2022 17:00
15108,11/11/2022 17:30,NSW1,7843,11/11/2022 17:30
15109,11/11/2022 18:00,NSW1,8033,11/11/2022 18:00
15110,11/11/2022 18:30,NSW1,8049,11/11/2022 18:30
15111,11/11/2022 19:00,NSW1,8068,11/11/2022 19:00
15112,11/11/2022 19:30,NSW1,8018,11/11/2022 19:30
15113,11/11/2022 20:00,NSW1,7922,11/11/2022 20:00
15114,11/11/2022 20:30,NSW1,7763,11/11/2022 20:30
15115,11/11/2022 21:00,NSW1,7607,11/11/2022 21:00
15116,11/11/2022 21:30,NSW1,7543,11/11/2022 21:30
15117,11/11/2022 22:00,NSW1,7494,11/11/2022 22:00
15118,11/11/2022 22:30,NSW1,7445,11/11/2022 22:30
15119,11/11/2022 23:00,NSW1,7362,11/11/2022 23:00
15120,11/11/2022 23:30,NSW1,7254,11/11/2022 23:30
15121,11/12/2022 0:00,NSW1,7110,11/12/2022 0:00
15122,11/12/2022 0:30,NSW1,6957,11/12/2022 0:30
15123,11/12/2022 1:00,NSW1,6737,11/12/2022 1:00
